Id,Label,timeset,modularity_class,indegree,outdegree,degree
214,214,,162,0,159,159
215,215,,261,0,211,211
216,216,,38,0,208,208
217,217,,38,0,208,208
218,218,,162,0,209,209
219,219,,991,0,211,211
220,220,,50,0,0,0
221,221,,82,0,211,211
222,222,,82,844,0,844
223,223,,51,0,0,0
224,224,,174,0,208,208
225,225,,52,0,12,12
226,226,,52,20,0,20
227,227,,174,0,208,208
228,228,,261,0,297,297
229,229,,261,255,212,467
230,230,,1203,3,3,6
231,231,,174,0,208,208
232,232,,19,0,211,211
233,233,,53,0,0,0
234,234,,15,0,211,211
235,235,,38,0,208,208
236,236,,54,0,46,46
237,237,,54,86,0,86
238,238,,82,0,211,211
239,239,,55,0,0,0
240,240,,174,0,208,208
241,241,,38,638,0,638
242,242,,99,0,633,633
243,243,,99,1055,0,1055
244,244,,56,0,212,212
245,245,,56,218,0,218
246,246,,162,0,127,127
247,247,,57,0,0,0
248,248,,174,0,208,208
249,249,,38,0,208,208
250,250,,38,0,208,208
251,251,,162,0,209,209
252,252,,174,0,208,208
253,253,,46,0,216,216
254,254,,38,0,208,208
255,255,,38,0,208,208
256,256,,76,0,211,211
257,257,,58,0,0,0
258,258,,1602,0,90,90
259,259,,1602,473,0,473
260,260,,261,0,211,211
261,261,,46,0,21,21
262,262,,46,21,0,21
263,263,,46,22,0,22
264,264,,991,0,211,211
265,265,,162,0,209,209
266,266,,38,0,208,208
267,267,,46,0,118,118
268,268,,46,48,37,85
269,269,,162,0,209,209
270,270,,174,0,208,208
271,271,,61,0,72,72
272,272,,61,68,0,68
273,273,,162,0,209,209
274,274,,59,0,211,211
275,275,,59,633,0,633
276,276,,46,49,0,49
277,277,,162,0,209,209
278,278,,115,211,0,211
279,279,,162,0,420,420
280,280,,158,0,479,479
281,281,,158,222,0,222
282,282,,158,328,211,539
283,283,,158,323,0,323
284,284,,261,0,370,370
285,285,,261,60,0,60
286,286,,149,0,211,211
287,287,,60,0,0,0
288,288,,19,0,211,211
289,289,,76,0,211,211
290,290,,52,0,9,9
291,291,,52,16,0,16
292,292,,61,0,211,211
293,293,,62,0,211,211
294,294,,62,1055,0,1055
295,295,,63,0,0,0
296,296,,99,0,633,633
297,297,,162,126,82,208
298,298,,46,0,42,42
299,299,,46,92,0,92
300,300,,64,0,211,211
301,301,,64,422,0,422
302,302,,65,0,0,0
303,303,,261,0,211,211
304,304,,66,0,0,0
305,305,,38,0,208,208
306,306,,136,0,422,422
307,307,,67,0,0,0
308,308,,991,0,422,422
309,309,,1012,0,152,152
310,310,,1012,20,211,231
311,311,,38,0,229,229
312,312,,38,200,0,200
313,313,,38,0,208,208
314,314,,68,0,0,0
315,315,,174,0,208,208
316,316,,1502,0,212,212
317,317,,1502,372,0,372
318,318,,1602,0,211,211
319,319,,1602,1055,0,1055
320,320,,46,130,0,130
321,321,,46,0,141,141
322,322,,46,9,0,9
323,323,,46,267,0,267
324,324,,69,0,130,130
325,325,,69,182,0,182
326,326,,69,4,0,4
327,327,,69,74,0,74
328,328,,172,0,211,211
329,329,,70,0,0,0
330,330,,71,0,211,211
331,331,,71,422,0,422
332,332,,46,26,0,26
333,333,,62,0,211,211
334,334,,72,0,0,0
335,335,,37,24,211,235
336,336,,73,0,0,0
337,337,,74,0,211,211
338,338,,74,422,0,422
339,339,,99,0,633,633
340,340,,1602,0,57,57
341,341,,1602,195,0,195
342,342,,174,0,208,208
343,343,,75,0,0,0
344,344,,174,0,208,208
345,345,,174,0,208,208
346,346,,76,0,211,211
347,347,,76,844,0,844
348,348,,99,211,633,844
349,349,,99,633,633,1266
350,350,,38,0,208,208
351,351,,174,0,208,208
352,352,,991,0,422,422
353,353,,991,844,0,844
354,354,,162,0,209,209
355,355,,82,0,211,211
356,356,,174,0,208,208
357,357,,77,0,0,0
358,358,,46,66,61,127
359,359,,162,0,159,159
360,360,,78,0,211,211
361,361,,78,633,0,633
362,362,,79,211,0,211
363,363,,46,0,72,72
364,364,,46,60,122,182
365,365,,99,0,633,633
366,366,,99,422,0,422
367,367,,174,0,208,208
368,368,,80,0,211,211
369,369,,80,1688,0,1688
370,370,,81,0,0,0
371,371,,80,0,211,211
372,372,,80,0,211,211
373,373,,80,0,211,211
374,374,,80,0,211,211
375,375,,80,0,211,211
376,376,,80,0,211,211
377,377,,162,126,82,208
378,378,,82,0,211,211
379,379,,82,633,0,633
380,380,,46,0,283,283
381,381,,1602,8,283,291
382,382,,83,0,211,211
383,383,,83,422,0,422
384,384,,84,0,0,0
385,385,,38,0,208,208
386,386,,38,0,208,208
387,387,,69,0,175,175
388,388,,69,45,0,45
389,389,,174,0,208,208
390,390,,38,0,102,102
391,391,,174,0,208,208
392,392,,38,0,208,208
393,393,,174,0,208,208
394,394,,38,0,208,208
395,395,,174,0,208,208
396,396,,46,5,362,367
397,397,,46,163,0,163
398,398,,38,0,208,208
399,399,,1602,42,261,303
400,400,,1602,504,249,753
401,401,,1602,5,0,5
402,402,,1602,384,0,384
403,403,,1602,3,0,3
404,404,,1602,9,0,9
405,405,,1602,1227,0,1227
406,406,,61,0,160,160
407,407,,61,40,0,40
408,408,,61,257,0,257
409,409,,162,126,82,208
410,410,,85,0,211,211
411,411,,85,3587,0,3587
412,412,,38,0,208,208
413,413,,176,0,56,56
414,414,,176,47,0,47
415,415,,261,0,211,211
416,416,,261,3376,0,3376
417,417,,1602,0,211,211
418,418,,86,0,211,211
419,419,,86,1477,0,1477
420,420,,87,0,0,0
421,421,,46,0,140,140
422,422,,46,68,0,68
423,423,,127,0,211,211
424,424,,1602,0,422,422
425,425,,1602,0,211,211
426,426,,88,0,211,211
427,427,,88,633,0,633
428,428,,1602,0,360,360
429,429,,89,0,0,0
430,430,,38,0,208,208
431,431,,261,0,211,211
432,432,,38,0,208,208
433,433,,38,290,0,290
434,434,,174,0,208,208
435,435,,162,126,82,208
436,436,,90,0,68,68
437,437,,90,68,0,68
438,438,,158,204,204,408
439,439,,91,0,144,144
440,440,,91,144,0,144
441,441,,99,0,633,633
442,442,,92,0,0,0
443,443,,261,0,211,211
444,444,,1602,356,1544,1900
445,445,,1602,5,0,5
446,446,,1602,42,206,248
447,447,,162,0,294,294
448,448,,46,40,37,77
449,449,,46,37,0,37
450,450,,38,0,208,208
451,451,,99,0,633,633
452,452,,155,0,35,35
453,453,,155,12,0,12
454,454,,155,235,0,235
455,455,,162,0,294,294
456,456,,162,0,209,209
457,457,,162,0,209,209
458,458,,162,0,420,420
459,459,,162,0,209,209
460,460,,162,0,209,209
461,461,,162,0,209,209
462,462,,162,0,209,209
463,463,,162,0,209,209
464,464,,162,0,209,209
465,465,,162,0,209,209
466,466,,162,0,209,209
467,467,,162,0,209,209
468,468,,162,0,209,209
469,469,,162,0,209,209
470,470,,162,0,209,209
471,471,,93,0,0,0
472,472,,38,0,208,208
473,473,,261,0,462,462
474,474,,38,0,208,208
475,475,,38,0,208,208
476,476,,38,0,208,208
477,477,,174,0,208,208
478,478,,1602,323,372,695
479,479,,1602,285,0,285
480,480,,46,0,283,283
481,481,,46,101,0,101
482,482,,96,0,211,211
483,483,,94,0,0,0
484,484,,38,0,208,208
485,485,,38,0,208,208
486,486,,99,0,633,633
487,487,,99,2321,0,2321
488,488,,46,0,307,307
489,489,,162,126,82,208
490,490,,99,0,633,633
491,491,,99,844,0,844
492,492,,1012,0,422,422
493,493,,1012,422,0,422
494,494,,46,0,212,212
495,495,,142,0,211,211
496,496,,95,0,0,0
497,497,,96,633,0,633
498,498,,97,0,211,211
499,499,,97,422,0,422
500,500,,38,0,208,208
501,501,,99,211,422,633
502,502,,99,844,1055,1899
503,503,,98,0,0,0
504,504,,38,0,208,208
505,505,,38,0,208,208
506,506,,99,0,633,633
507,507,,99,2743,0,2743
508,508,,99,0,633,633
509,509,,46,8,482,490
510,510,,46,150,0,150
511,511,,46,98,0,98
512,512,,99,0,633,633
513,513,,118,0,211,211
514,514,,99,0,633,633
515,515,,100,0,0,0
516,516,,115,0,211,211
517,517,,101,0,211,211
518,518,,152,422,0,422
519,519,,101,422,0,422
520,520,,15,0,211,211
521,521,,88,0,211,211
522,522,,105,211,0,211
523,523,,99,0,633,633
524,524,,102,0,0,0
525,525,,991,0,211,211
526,526,,103,0,0,0
527,527,,165,0,211,211
528,528,,165,4642,0,4642
529,529,,104,0,0,0
530,530,,105,0,211,211
531,531,,106,0,0,0
532,532,,99,0,633,633
533,533,,107,0,0,0
534,534,,158,211,422,633
535,535,,158,1055,0,1055
536,536,,99,0,633,633
537,537,,108,0,0,0
538,538,,110,0,211,211
539,539,,109,0,0,0
540,540,,110,1266,0,1266
541,541,,158,0,490,490
542,542,,158,89,211,300
543,543,,158,89,0,89
544,544,,46,0,60,60
545,545,,46,61,0,61
546,546,,110,0,211,211
547,547,,110,0,211,211
548,548,,110,0,211,211
549,549,,110,0,211,211
550,550,,46,30,0,30
551,551,,46,10,0,10
552,552,,111,0,0,0
553,553,,112,0,0,0
554,554,,99,0,633,633
555,555,,99,0,633,633
556,556,,113,0,0,0
557,557,,114,0,181,181
558,558,,114,6,0,6
559,559,,114,86,0,86
560,560,,114,270,0,270
561,561,,115,0,422,422
562,562,,116,0,211,211
563,563,,116,422,0,422
564,564,,117,0,211,211
565,565,,117,422,0,422
566,566,,99,0,633,633
567,567,,162,126,82,208
568,568,,162,126,82,208
569,569,,78,0,211,211
570,570,,162,126,82,208
571,571,,162,126,82,208
572,572,,118,211,0,211
573,573,,1007,0,336,336
574,574,,1007,132,0,132
575,575,,174,0,208,208
576,576,,119,0,67,67
577,577,,119,67,0,67
578,578,,46,11,212,223
579,579,,46,0,365,365
580,580,,46,24,0,24
581,581,,120,0,211,211
582,582,,120,422,0,422
583,583,,1602,0,252,252
584,584,,1602,113,152,265
585,585,,121,7,53,60
586,586,,121,55,0,55
587,587,,162,0,209,209
588,588,,46,0,317,317
589,589,,46,216,0,216
590,590,,46,18,0,18
591,591,,46,166,0,166
592,592,,46,115,0,115
593,593,,991,0,211,211
594,594,,122,0,0,0
595,595,,162,0,209,209
596,596,,46,15,0,15
597,597,,1012,0,211,211
598,598,,46,50,212,262
599,599,,123,0,0,0
600,600,,1012,0,128,128
601,601,,124,0,0,0
602,602,,158,30,208,238
603,603,,176,26,0,26
604,604,,158,957,0,957
605,605,,56,0,100,100
606,606,,56,94,0,94
607,607,,46,0,140,140
608,608,,115,0,48,48
609,609,,86,0,211,211
610,610,,261,0,211,211
611,611,,97,0,211,211
612,612,,99,0,633,633
613,613,,261,0,211,211
614,614,,174,0,208,208
615,615,,120,0,211,211
616,616,,125,0,0,0
617,617,,170,211,0,211
618,618,,126,0,0,0
619,619,,99,0,633,633
620,620,,99,0,633,633
621,621,,174,0,208,208
622,622,,99,0,633,633
623,623,,99,211,633,844
624,624,,76,0,211,211
625,625,,261,93,0,93
626,626,,46,5,132,137
627,627,,46,10,0,10
628,628,,38,0,208,208
629,629,,46,133,213,346
630,630,,46,0,283,283
631,631,,46,85,0,85
632,632,,46,71,0,71
633,633,,62,0,211,211
634,634,,127,633,0,633
635,635,,62,0,211,211
636,636,,1602,478,875,1353
637,637,,99,0,633,633
638,638,,128,0,211,211
639,639,,128,422,0,422
640,640,,187,0,70,70
641,641,,129,0,0,0
642,642,,187,1897,0,1897
643,643,,162,0,209,209
644,644,,162,126,82,208
645,645,,162,126,82,208
646,646,,174,0,208,208
647,647,,162,0,209,209
648,648,,187,0,70,70
649,649,,187,0,70,70
650,650,,130,0,41,41
651,651,,130,41,0,41
652,652,,38,0,208,208
653,653,,64,0,211,211
654,654,,174,0,208,208
655,655,,86,0,211,211
656,656,,46,211,212,423
657,657,,38,0,208,208
658,658,,1602,0,212,212
659,659,,1602,0,280,280
660,660,,1602,256,0,256
661,661,,1602,60,0,60
662,662,,99,211,633,844
663,663,,99,422,422,844
664,664,,187,0,70,70
665,665,,187,0,70,70
666,666,,165,211,0,211
667,667,,187,0,70,70
668,668,,96,0,211,211
669,669,,96,0,211,211
670,670,,99,211,633,844
671,671,,131,0,0,0
672,672,,174,0,208,208
673,673,,38,0,287,287
674,674,,174,0,208,208
675,675,,46,179,782,961
676,676,,174,0,208,208
677,677,,38,0,208,208
678,678,,132,0,211,211
679,679,,132,4220,0,4220
680,680,,158,0,1283,1283
681,681,,133,0,0,0
682,682,,99,211,422,633
683,683,,99,0,633,633
684,684,,99,422,0,422
685,685,,158,0,211,211
686,686,,134,0,0,0
687,687,,158,1055,0,1055
688,688,,99,211,422,633
689,689,,99,0,633,633
690,690,,99,0,633,633
691,691,,174,0,208,208
692,692,,176,0,77,77
693,693,,176,66,0,66
694,694,,176,71,0,71
695,695,,135,0,0,0
696,696,,158,844,0,844
697,697,,158,0,211,211
698,698,,158,633,0,633
699,699,,174,0,208,208
700,700,,136,0,422,422
701,701,,136,633,0,633
702,702,,46,0,424,424
703,703,,158,0,211,211
704,704,,158,633,0,633
705,705,,158,0,211,211
706,706,,158,173,211,384
707,707,,137,0,0,0
708,708,,158,633,0,633
709,709,,80,10,211,221
710,710,,174,0,208,208
711,711,,46,0,212,212
712,712,,38,0,208,208
713,713,,52,0,12,12
714,714,,99,0,633,633
715,715,,162,126,82,208
716,716,,38,0,208,208
717,717,,1602,97,211,308
718,718,,1602,112,0,112
719,719,,132,0,211,211
720,720,,46,0,212,212
721,721,,174,0,208,208
722,722,,163,0,212,212
723,723,,163,130,0,130
724,724,,1602,22,50,72
725,725,,1602,7,0,7
726,726,,165,0,211,211
727,727,,82,0,422,422
728,728,,1602,67,278,345
729,729,,46,0,322,322
730,730,,46,75,0,75
731,731,,46,312,0,312
732,732,,138,0,0,0
733,733,,46,0,181,181
734,734,,46,9,517,526
735,735,,46,78,0,78
736,736,,46,14,0,14
737,737,,174,0,208,208
738,738,,174,0,208,208
739,739,,99,0,633,633
740,740,,46,0,211,211
741,741,,132,0,211,211
742,742,,46,0,202,202
743,743,,46,35,0,35
744,744,,38,0,208,208
745,745,,46,0,31,31
746,746,,139,0,0,0
747,747,,46,63,0,63
748,748,,46,61,0,61
749,749,,85,0,211,211
750,750,,140,0,0,0
751,751,,85,0,211,211
752,752,,99,211,633,844
753,753,,99,211,211,422
754,754,,162,0,209,209
755,755,,52,9,0,9
756,756,,165,0,211,211
757,757,,141,0,0,0
758,758,,46,0,47,47
759,759,,46,46,212,258
760,760,,99,0,633,633
761,761,,174,0,208,208
762,762,,46,0,62,62
763,763,,142,0,211,211
764,764,,142,1688,0,1688
765,765,,46,0,411,411
766,766,,46,252,0,252
767,767,,46,135,0,135
768,768,,52,0,12,12
769,769,,46,58,212,270
770,770,,162,0,209,209
771,771,,46,0,418,418
772,772,,46,108,0,108
773,773,,46,30,0,30
774,774,,46,18,0,18
775,775,,174,0,208,208
776,776,,1012,0,422,422
777,777,,1012,0,211,211
778,778,,1012,422,0,422
779,779,,115,0,211,211
780,780,,162,0,209,209
781,781,,38,0,208,208
782,782,,78,0,211,211
783,783,,174,0,208,208
784,784,,1502,0,372,372
785,785,,1502,212,39,251
786,786,,1012,0,126,126
787,787,,143,0,0,0
788,788,,1602,18,41,59
789,789,,1602,244,0,244
790,790,,88,0,211,211
791,791,,1602,18,20,38
792,792,,1602,18,66,84
793,793,,1602,0,115,115
794,794,,1602,0,112,112
795,795,,38,0,208,208
796,796,,46,0,271,271
797,797,,46,120,0,120
798,798,,46,0,78,78
799,799,,46,0,68,68
800,800,,261,0,211,211
801,801,,1012,0,72,72
802,802,,174,0,208,208
803,803,,174,0,208,208
804,804,,174,0,208,208
805,805,,174,0,208,208
806,806,,174,0,208,208
807,807,,38,0,208,208
808,808,,165,0,211,211
809,809,,46,77,0,77
810,810,,261,0,211,211
811,811,,261,0,211,211
812,812,,261,0,211,211
813,813,,38,0,208,208
814,814,,156,0,211,211
815,815,,144,0,0,0
816,816,,165,0,211,211
817,817,,38,0,208,208
818,818,,261,0,211,211
819,819,,46,0,212,212
820,820,,46,75,0,75
821,821,,46,374,0,374
822,822,,261,0,211,211
823,823,,38,0,208,208
824,824,,99,0,633,633
825,825,,174,0,208,208
826,826,,38,0,208,208
827,827,,1012,0,132,132
828,828,,145,0,0,0
829,829,,1012,0,72,72
830,830,,38,0,208,208
831,831,,261,0,211,211
832,832,,261,0,211,211
833,833,,46,0,62,62
834,834,,46,55,0,55
835,835,,132,0,211,211
836,836,,182,0,211,211
837,837,,182,399,0,399
838,838,,132,0,211,211
839,839,,132,0,211,211
840,840,,132,0,211,211
841,841,,132,0,211,211
842,842,,132,0,211,211
843,843,,132,0,211,211
844,844,,132,0,211,211
845,845,,46,29,212,241
846,846,,46,211,214,425
847,847,,132,0,211,211
848,848,,146,0,211,211
849,849,,146,211,0,211
850,850,,132,0,211,211
851,851,,132,0,211,211
852,852,,147,0,6,6
853,853,,147,6,0,6
854,854,,158,211,422,633
855,855,,132,0,211,211
856,856,,132,0,211,211
857,857,,1012,0,129,129
858,858,,132,0,211,211
859,859,,132,0,211,211
860,860,,132,0,211,211
861,861,,99,0,633,633
862,862,,148,0,0,0
863,863,,149,1688,0,1688
864,864,,150,0,211,211
865,865,,150,12238,0,12238
866,866,,151,0,0,0
867,867,,150,0,211,211
868,868,,150,0,211,211
869,869,,150,0,211,211
870,870,,150,0,211,211
871,871,,150,0,211,211
872,872,,150,0,211,211
873,873,,150,0,211,211
874,874,,150,0,211,211
875,875,,150,0,211,211
876,876,,162,126,82,208
877,877,,150,0,211,211
878,878,,150,0,211,211
879,879,,150,0,211,211
880,880,,150,0,211,211
881,881,,150,0,211,211
882,882,,150,0,211,211
883,883,,46,0,62,62
884,884,,1203,24,37,61
885,885,,46,136,0,136
886,886,,150,0,211,211
887,887,,150,0,211,211
888,888,,150,0,211,211
889,889,,150,0,211,211
890,890,,150,0,211,211
891,891,,150,0,211,211
892,892,,150,0,211,211
893,893,,150,0,211,211
894,894,,150,0,211,211
895,895,,150,0,211,211
896,896,,150,0,211,211
897,897,,150,0,211,211
898,898,,150,0,211,211
899,899,,82,0,211,211
900,900,,150,0,211,211
901,901,,150,0,211,211
902,902,,150,0,211,211
903,903,,150,0,211,211
904,904,,150,0,211,211
905,905,,150,0,211,211
906,906,,150,0,211,211
907,907,,182,0,211,211
908,908,,152,0,211,211
909,909,,38,0,208,208
910,910,,152,0,211,211
911,911,,46,36,10,46
912,912,,261,20,0,20
913,913,,153,0,211,211
914,914,,153,214,0,214
915,915,,46,0,79,79
916,916,,154,0,211,211
917,917,,154,844,0,844
918,918,,38,0,208,208
919,919,,46,0,195,195
920,920,,46,136,0,136
921,921,,46,130,266,396
922,922,,150,0,211,211
923,923,,150,0,211,211
924,924,,150,0,211,211
925,925,,150,0,211,211
926,926,,150,0,211,211
927,927,,150,0,211,211
928,928,,150,0,211,211
929,929,,150,0,211,211
930,930,,150,0,211,211
931,931,,150,0,211,211
932,932,,38,0,208,208
933,933,,150,0,211,211
934,934,,150,0,211,211
935,935,,150,0,211,211
936,936,,150,0,211,211
937,937,,150,0,211,211
938,938,,150,0,211,211
939,939,,150,0,211,211
940,940,,150,0,211,211
941,941,,150,0,211,211
942,942,,150,0,211,211
943,943,,150,0,211,211
944,944,,150,0,211,211
945,945,,59,0,211,211
946,946,,38,0,208,208
947,947,,38,0,943,943
948,948,,38,405,0,405
949,949,,38,0,208,208
950,950,,38,0,208,208
951,951,,38,0,208,208
952,952,,991,0,15,15
953,953,,175,15333,0,15333
954,954,,158,30,212,242
955,955,,46,0,68,68
956,956,,46,109,0,109
957,957,,162,0,213,213
958,958,,38,0,208,208
959,959,,38,0,148,148
960,960,,85,0,211,211
961,961,,38,0,208,208
962,962,,38,0,208,208
963,963,,38,0,208,208
964,964,,38,0,208,208
965,965,,38,0,208,208
966,966,,99,211,633,844
967,967,,162,126,82,208
968,968,,61,0,159,159
969,969,,1974,18,0,18
970,970,,182,445,0,445
971,971,,38,0,208,208
972,972,,174,0,208,208
973,973,,155,0,212,212
974,974,,174,0,208,208
975,975,,38,213,0,213
976,976,,38,0,208,208
977,977,,991,0,211,211
978,978,,127,0,211,211
979,979,,162,126,82,208
980,980,,154,0,211,211
981,981,,62,0,211,211
982,982,,38,0,208,208
983,983,,85,0,211,211
984,984,,38,0,208,208
985,985,,38,0,208,208
986,986,,99,0,633,633
987,987,,38,0,208,208
988,988,,1602,0,221,221
989,989,,1602,10,0,10
990,990,,46,0,252,252
991,991,,46,249,0,249
992,992,,174,0,333,333
993,993,,174,0,208,208
994,994,,46,0,212,212
995,995,,38,0,208,208
996,996,,174,0,208,208
997,997,,174,0,208,208
998,998,,38,0,208,208
999,999,,174,0,208,208
1000,1000,,156,0,211,211
1001,1001,,156,2110,0,2110
1002,1002,,38,0,208,208
1003,1003,,46,0,77,77
1004,1004,,46,33,0,33
1005,1005,,46,11,0,11
1006,1006,,99,0,633,633
1007,1007,,157,0,0,0
1008,1008,,46,2,0,2
1009,1009,,162,0,334,334
1010,1010,,187,0,211,211
1011,1011,,174,0,208,208
1012,1012,,46,0,46,46
1013,1013,,158,30,208,238
1014,1014,,158,30,208,238
1015,1015,,38,0,208,208
1016,1016,,162,0,209,209
1017,1017,,149,0,211,211
1018,1018,,149,0,211,211
1019,1019,,149,0,211,211
1020,1020,,149,0,211,211
1021,1021,,149,0,211,211
1022,1022,,149,0,211,211
1023,1023,,149,0,211,211
1024,1024,,174,0,208,208
1025,1025,,46,0,212,212
1026,1026,,158,0,211,211
1027,1027,,158,844,0,844
1028,1028,,159,0,0,0
1029,1029,,158,633,0,633
1030,1030,,158,0,211,211
1031,1031,,158,633,0,633
1032,1032,,165,0,211,211
1033,1033,,158,173,211,384
1034,1034,,160,0,0,0
1035,1035,,158,633,0,633
1036,1036,,158,0,211,211
1037,1037,,158,0,211,211
1038,1038,,38,0,208,208
1039,1039,,158,0,211,211
1040,1040,,161,0,0,0
1041,1041,,158,633,0,633
1042,1042,,162,0,2983,2983
1043,1043,,162,0,209,209
1044,1044,,162,0,209,209
1045,1045,,162,0,209,209
1046,1046,,38,0,208,208
1047,1047,,38,0,208,208
1048,1048,,38,0,208,208
1049,1049,,38,0,208,208
