Id,Label,timeset,indegree,outdegree,degree,modularity_class
360,360,,1,2,3,77
361,361,,6,0,6,77
362,362,,29,62,91,81
363,363,,1,2,3,272
364,364,,3,0,3,272
365,365,,0,1,1,280
366,366,,3,0,3,280
367,367,,0,3,3,67
368,368,,19,1,20,124
369,369,,18,6,24,30
370,370,,7,0,7,30
371,371,,0,1,1,46
372,372,,0,64,64,806
373,373,,15,16,31,34
374,374,,37,39,76,44
375,375,,8,10,18,27
376,376,,3,0,3,37
377,377,,7,8,15,30
378,378,,0,1,1,46
379,379,,4,0,4,46
380,380,,32,33,65,19
381,381,,22,0,22,19
382,382,,1,2,3,27
383,383,,5,6,11,73
384,384,,11,0,11,113
385,385,,0,154,154,124
386,386,,9,0,9,74
387,387,,4,5,9,280
388,388,,26,0,26,280
389,389,,5,7,12,30
390,390,,21,0,21,30
391,391,,0,1,1,46
392,392,,3,0,3,46
393,393,,0,1,1,216
394,394,,17,18,35,152
395,395,,4,0,4,152
396,396,,38,40,78,260
397,397,,7,8,15,26
398,398,,0,2,2,79
399,399,,6,0,6,79
400,400,,13,14,27,144
401,401,,18,19,37,77
402,402,,11,0,11,77
403,403,,121,122,243,280
404,404,,0,93,93,806
405,405,,0,5,5,46
406,406,,0,4,4,46
407,407,,8,0,8,46
408,408,,0,16,16,152
409,409,,0,3,3,280
410,410,,3,0,3,280
411,411,,0,7,7,46
412,412,,0,7,7,46
413,413,,36,37,73,144
414,414,,4,0,4,144
415,415,,60,61,121,49
416,416,,3,4,7,301
417,417,,2,0,2,301
418,418,,0,5,5,46
419,419,,5,0,5,57
420,420,,13,19,32,40
421,421,,5,0,5,46
422,422,,15,16,31,77
423,423,,3,4,7,813
424,424,,78,0,78,813
425,425,,12,13,25,46
426,426,,6,0,6,46
427,427,,12,13,25,39
428,428,,3,0,3,39
429,429,,0,3,3,204
430,430,,0,3,3,67
431,431,,10,13,23,46
432,432,,8,0,8,806
433,433,,44,46,90,74
434,434,,20,21,41,96
435,435,,5,0,5,46
436,436,,0,17,17,14
437,437,,11,12,23,77
438,438,,8,0,8,77
439,439,,3,4,7,804
440,440,,20,21,41,35
441,441,,3,0,3,46
442,442,,0,81,81,804
443,443,,28,41,69,77
444,444,,11,12,23,46
445,445,,5,3,8,73
446,446,,4,0,4,73
447,447,,0,41,41,216
448,448,,0,5,5,204
449,449,,3,0,3,204
450,450,,0,83,83,204
451,451,,42,43,85,73
452,452,,0,1,1,77
453,453,,48,14,62,96
454,454,,8,0,8,46
455,455,,0,5,5,46
456,456,,3,0,3,255
457,457,,0,55,55,204
458,458,,0,6,6,77
459,459,,2,0,2,77
460,460,,44,67,111,48
461,461,,0,5,5,57
462,462,,0,35,35,255
463,463,,16,0,16,255
464,464,,3,4,7,19
465,465,,4,0,4,46
466,466,,0,71,71,255
467,467,,0,3,3,112
468,468,,0,4,4,46
469,469,,0,1,1,144
470,470,,8,0,8,144
471,471,,19,13,32,272
472,472,,19,20,39,55
473,473,,7,8,15,14
474,474,,0,3,3,260
475,475,,40,41,81,272
476,476,,1,2,3,27
477,477,,0,3,3,49
478,478,,7,0,7,49
479,479,,19,20,39,96
480,480,,3,0,3,96
481,481,,0,26,26,40
482,482,,22,23,45,67
483,483,,58,60,118,59
484,484,,54,56,110,46
485,485,,12,356,368,53
486,486,,12,13,25,46
487,487,,0,3,3,260
488,488,,5,6,11,81
489,489,,3,0,3,216
490,490,,13,14,27,49
491,491,,6,7,13,215
492,492,,0,1,1,813
493,493,,16,17,33,73
494,494,,8,10,18,47
495,495,,21,12,33,44
496,496,,4,0,4,133
497,497,,17,18,35,272
498,498,,0,14,14,248
499,499,,3,0,3,248
500,500,,16,18,34,29
501,501,,3,0,3,29
502,502,,0,120,120,272
503,503,,0,40,40,204
504,504,,0,15,15,77
505,505,,0,81,81,806
506,506,,0,1,1,52
507,507,,3,0,3,52
508,508,,0,1,1,316
509,509,,0,4,4,77
510,510,,3,0,3,77
511,511,,0,13,13,204
512,512,,13,15,28,41
513,513,,0,3,3,260
514,514,,0,1,1,77
515,515,,2,0,2,77
516,516,,5,28,33,73
517,517,,0,4,4,46
518,518,,0,3,3,316
519,519,,0,3,3,67
520,520,,4,0,4,67
521,521,,0,17,17,216
522,522,,0,2,2,67
523,523,,0,1,1,67
524,524,,4,0,4,67
525,525,,0,1,1,21
526,526,,0,1,1,33
527,527,,0,52,52,204
528,528,,0,3,3,67
529,529,,14,0,14,67
530,530,,0,1,1,316
531,531,,19,20,39,27
532,532,,6,7,13,41
533,533,,7,0,7,41
534,534,,0,3,3,42
535,535,,14,15,29,46
536,536,,0,1,1,77
537,537,,0,30,30,815
538,538,,20,21,41,73
539,539,,0,123,123,804
540,540,,11,0,11,55
541,541,,5,7,12,259
542,542,,8,0,8,259
543,543,,30,31,61,812
544,544,,5,0,5,812
545,545,,8,9,17,42
546,546,,0,3,3,53
547,547,,57,59,116,46
548,548,,21,22,43,215
549,549,,0,4,4,280
550,550,,3,0,3,280
551,551,,0,3,3,260
552,552,,42,3,45,804
553,553,,3,0,3,27
554,554,,0,63,63,26
555,555,,35,0,35,26
556,556,,0,2,2,113
557,557,,5,0,5,113
558,558,,0,1,1,46
559,559,,3,0,3,46
560,560,,46,48,94,27
561,561,,4,5,9,27
562,562,,0,6,6,19
563,563,,0,174,174,806
564,564,,1,2,3,14
565,565,,48,49,97,26
566,566,,0,3,3,262
567,567,,3,5,8,301
568,568,,40,41,81,56
569,569,,32,33,65,45
570,570,,0,4,4,46
571,571,,102,21,123,58
572,572,,0,9,9,280
573,573,,8,0,8,280
574,574,,0,1,1,14
575,575,,0,1,1,73
576,576,,20,22,42,256
577,577,,4,5,9,272
578,578,,0,7,7,204
579,579,,0,178,178,806
580,580,,5,6,11,27
581,581,,0,41,41,40
582,582,,3,0,3,40
583,583,,0,21,21,806
584,584,,0,1,1,280
585,585,,0,5,5,46
586,586,,3,0,3,46
587,587,,0,28,28,21
588,588,,3,4,7,27
589,589,,11,0,11,46
590,590,,0,1,1,55
591,591,,14,15,29,14
592,592,,0,6,6,46
593,593,,6,8,14,260
594,594,,3,9,12,37
595,595,,0,1,1,14
596,596,,17,18,35,25
597,597,,14,0,14,25
598,598,,0,46,46,804
599,599,,11,0,11,152
600,600,,0,38,38,239
601,601,,25,26,51,38
602,602,,17,0,17,38
603,603,,0,4,4,272
604,604,,17,18,35,44
605,605,,23,0,23,46
606,606,,22,24,46,112
607,607,,0,4,4,46
608,608,,7,0,7,46
609,609,,0,27,27,40
610,610,,3,0,3,40
611,611,,0,31,31,804
612,612,,0,297,297,806
613,613,,3,0,3,39
614,614,,0,1,1,38
615,615,,2,3,5,67
616,616,,6,3,9,46
617,617,,0,2,2,49
618,618,,4,6,10,27
619,619,,51,53,104,67
620,620,,3,0,3,67
621,621,,0,2,2,29
622,622,,0,3,3,74
623,623,,1,1,2,216
624,624,,8,0,8,216
625,625,,5,6,11,46
626,626,,7,0,7,46
627,627,,0,32,32,804
628,628,,2,0,2,260
629,629,,15,16,31,56
630,630,,0,46,46,216
631,631,,3,0,3,216
632,632,,62,64,126,260
633,633,,0,26,26,815
634,634,,11,12,23,43
635,635,,0,4,4,46
636,636,,0,4,4,260
637,637,,0,7,7,113
638,638,,6,0,6,113
639,639,,43,44,87,260
640,640,,7,9,16,27
641,641,,45,47,92,144
642,642,,5,0,5,144
643,643,,1,2,3,144
644,644,,9,0,9,144
645,645,,7,8,15,74
646,646,,0,2,2,813
647,647,,0,5,5,46
648,648,,19,0,19,46
649,649,,0,356,356,812
650,650,,5,0,5,812
651,651,,0,1,1,25
652,652,,0,4,4,301
653,653,,6,7,13,73
654,654,,0,3,3,77
655,655,,4,0,4,77
656,656,,0,49,49,67
657,657,,0,1,1,152
658,658,,6,0,6,152
659,659,,0,1,1,77
660,660,,0,6,6,46
661,661,,0,1,1,44
662,662,,3,0,3,44
663,663,,10,11,21,35
664,664,,4,0,4,35
665,665,,23,24,47,41
666,666,,0,1,1,41
667,667,,34,0,34,41
668,668,,10,11,21,57
669,669,,0,4,4,46
670,670,,26,27,53,1
671,671,,42,44,86,30
672,672,,5,0,5,30
673,673,,0,6,6,46
674,674,,15,0,15,46
675,675,,0,3,3,46
676,676,,27,28,55,113
677,677,,32,27,59,46
678,678,,0,3,3,272
679,679,,6,0,6,272
680,680,,9,10,19,41
681,681,,4,0,4,46
682,682,,0,97,97,216
683,683,,0,5,5,46
684,684,,30,31,61,79
685,685,,6,0,6,79
686,686,,0,3,3,113
687,687,,0,8,8,255
688,688,,19,20,39,44
689,689,,0,3,3,46
690,690,,55,103,158,815
691,691,,3,0,3,815
692,692,,0,4,4,46
693,693,,0,21,21,204
694,694,,5,0,5,204
695,695,,0,1,1,40
696,696,,3,0,3,40
697,697,,0,208,208,806
698,698,,6,7,13,171
699,699,,0,8,8,46
700,700,,6,7,13,73
701,701,,3,0,3,46
702,702,,10,11,21,27
703,703,,16,40,56,46
704,704,,0,4,4,22
705,705,,10,0,10,22
706,706,,0,1,1,41
707,707,,0,2,2,113
708,708,,0,155,155,804
709,709,,0,7,7,46
710,710,,3,0,3,46
711,711,,0,39,39,42
712,712,,26,27,53,19
713,713,,0,2,2,14
714,714,,4,3,7,113
715,715,,44,45,89,67
716,716,,8,21,29,27
717,717,,51,52,103,215
718,718,,0,14,14,30
719,719,,7,8,15,144
720,720,,18,19,37,19
721,721,,5,0,5,19
722,722,,6,7,13,46
723,723,,11,12,23,77
724,724,,0,4,4,46
725,725,,0,4,4,46
726,726,,12,10,22,26
727,727,,0,59,59,204
728,728,,0,23,23,40
729,729,,6,0,6,40
730,730,,0,3,3,28
731,731,,8,9,17,41
732,732,,0,6,6,19
733,733,,15,17,32,38
734,734,,0,4,4,46
735,735,,10,11,21,96
736,736,,5,0,5,144
737,737,,0,6,6,46
738,738,,4,0,4,46
739,739,,0,163,163,804
740,740,,3,0,3,121
741,741,,33,34,67,256
742,742,,45,46,91,90
743,743,,0,1,1,67
744,744,,4,0,4,67
745,745,,7,8,15,260
746,746,,25,26,51,255
747,747,,5,6,11,27
748,748,,5,14,19,215
749,749,,0,13,13,33
750,750,,11,12,23,259
751,751,,0,1,1,280
752,752,,0,1,1,42
753,753,,0,3,3,46
754,754,,24,25,49,280
755,755,,7,8,15,38
756,756,,10,3,13,46
757,757,,9,0,9,46
758,758,,0,3,3,67
759,759,,0,1,1,55
760,760,,42,44,86,260
761,761,,31,32,63,31
762,762,,4,0,4,31
763,763,,27,28,55,44
764,764,,5,0,5,216
765,765,,0,52,52,154
766,766,,9,10,19,216
767,767,,6,7,13,67
768,768,,10,12,22,42
769,769,,0,3,3,90
770,770,,5,0,5,806
771,771,,10,12,22,59
772,772,,0,4,4,67
773,773,,21,22,43,56
774,774,,59,60,119,16
775,775,,4,0,4,16
776,776,,0,1,1,67
777,777,,3,0,3,67
778,778,,0,20,20,216
779,779,,13,0,13,171
780,780,,17,18,35,29
781,781,,0,1,1,0
782,782,,10,12,22,14
783,783,,0,3,3,260
784,784,,5,6,11,259
785,785,,4,0,4,259
786,786,,0,3,3,67
787,787,,32,34,66,301
788,788,,0,25,25,216
789,789,,9,10,19,50
790,790,,0,1,1,2
791,791,,3,0,3,2
792,792,,16,17,33,50
793,793,,0,3,3,46
794,794,,0,17,17,152
795,795,,0,3,3,46
796,796,,42,44,86,25
797,797,,36,37,73,21
798,798,,6,0,6,21
799,799,,0,5,5,46
800,800,,0,77,77,804
801,801,,7,8,15,260
802,802,,0,3,3,46
803,803,,0,5,5,46
804,804,,17,19,36,55
805,805,,0,9,9,243
806,806,,6,0,6,255
807,807,,0,3,3,46
808,808,,4,0,4,46
809,809,,0,177,177,804
810,810,,3,0,3,805
811,811,,0,245,245,806
812,812,,7,0,7,806
813,813,,0,42,42,216
814,814,,13,14,27,144
815,815,,0,101,101,806
816,816,,0,3,3,260
817,817,,0,24,24,204
818,818,,4,0,4,204
819,819,,0,9,9,216
820,820,,8,9,17,43
821,821,,21,48,69,56
822,822,,0,135,135,815
823,823,,7,8,15,804
824,824,,25,27,52,58
825,825,,0,15,15,40
826,826,,3,0,3,40
827,827,,13,14,27,77
828,828,,10,20,30,79
829,829,,14,15,29,272
830,830,,0,5,5,46
831,831,,0,33,33,204
832,832,,0,2,2,74
833,833,,0,3,3,46
834,834,,0,8,8,74
835,835,,0,6,6,46
836,836,,13,0,13,46
837,837,,0,2,2,49
838,838,,6,0,6,49
839,839,,0,3,3,112
840,840,,0,17,17,813
841,841,,0,2,2,46
842,842,,0,1,1,260
843,843,,3,0,3,260
844,844,,0,32,32,216
845,845,,4,0,4,46
846,846,,0,35,35,204
847,847,,4,5,9,256
848,848,,11,0,11,806
849,849,,0,36,36,204
850,850,,10,11,21,46
851,851,,11,12,23,77
852,852,,8,0,8,77
853,853,,1,2,3,27
854,854,,0,5,5,46
855,855,,0,11,11,112
856,856,,14,9,23,46
857,857,,3,4,7,14
858,858,,4,5,9,46
859,859,,4,5,9,35
860,860,,6,8,14,260
861,861,,9,47,56,67
862,862,,12,12,24,316
863,863,,3,0,3,316
864,864,,0,1,1,260
865,865,,19,20,39,272
866,866,,4,0,4,272
867,867,,0,161,161,806
868,868,,0,3,3,256
869,869,,2,0,2,256
870,870,,50,41,91,260
871,871,,10,11,21,42
872,872,,0,115,115,141
873,873,,0,15,15,815
874,874,,17,18,35,29
875,875,,10,11,21,49
876,876,,0,3,3,73
877,877,,4,0,4,73
878,878,,0,191,191,805
879,879,,0,1,1,301
880,880,,4,0,4,301
881,881,,0,6,6,46
882,882,,9,10,19,56
883,883,,21,22,43,96
884,884,,21,22,43,39
885,885,,52,54,106,260
886,886,,54,55,109,813
887,887,,9,10,19,260
888,888,,0,37,37,67
889,889,,12,0,12,46
890,890,,0,5,5,46
891,891,,0,26,26,204
892,892,,4,0,4,204
893,893,,0,4,4,262
894,894,,7,0,7,262
895,895,,0,6,6,46
896,896,,0,1,1,812
897,897,,0,3,3,77
898,898,,5,0,5,77
899,899,,39,25,64,256
900,900,,37,52,89,17
901,901,,5,0,5,17
902,902,,0,64,64,204
903,903,,11,12,23,38
904,904,,4,2,6,73
905,905,,37,39,76,144
906,906,,0,1,1,41
907,907,,11,12,23,77
908,908,,19,20,39,46
909,909,,0,1,1,46
910,910,,0,3,3,73
911,911,,0,358,358,66
912,912,,62,1,63,26
913,913,,0,9,9,280
914,914,,3,0,3,280
915,915,,46,69,115,55
916,916,,37,38,75,12
917,917,,12,0,12,806
918,918,,5,2,7,37
919,919,,0,1,1,67
920,920,,3,4,7,27
921,921,,0,35,35,806
922,922,,0,1,1,46
923,923,,6,0,6,46
924,924,,0,4,4,280
925,925,,5,0,5,280
926,926,,6,7,13,144
927,927,,0,4,4,46
928,928,,3,0,3,46
929,929,,46,48,94,77
930,930,,8,9,17,280
931,931,,20,21,41,73
932,932,,31,32,63,31
933,933,,11,12,23,272
934,934,,0,35,35,804
935,935,,3,0,3,216
936,936,,7,8,15,21
937,937,,0,25,25,204
938,938,,37,38,75,152
939,939,,0,14,14,813
940,940,,4,0,4,813
941,941,,0,25,25,25
942,942,,0,1,1,272
943,943,,6,8,14,57
944,944,,50,52,102,171
945,945,,10,0,10,171
946,946,,0,4,4,46
947,947,,0,1,1,67
948,948,,37,38,75,73
949,949,,0,1,1,806
950,950,,0,1,1,46
951,951,,5,6,11,25
952,952,,0,10,10,33
953,953,,6,7,13,46
954,954,,8,9,17,216
955,955,,0,93,93,806
956,956,,24,25,49,37
957,957,,47,74,121,23
958,958,,0,2,2,46
959,959,,10,0,10,46
960,960,,5,47,52,3
961,961,,0,5,5,46
962,962,,21,22,43,47
963,963,,15,16,31,14
964,964,,17,4,21,280
965,965,,7,9,16,27
966,966,,0,16,16,204
967,967,,0,4,4,46
968,968,,0,9,9,813
969,969,,13,14,27,47
970,970,,0,3,3,25
971,971,,7,0,7,25
972,972,,4,72,76,171
973,973,,0,20,20,14
974,974,,0,10,10,46
975,975,,23,0,23,96
976,976,,0,1,1,171
977,977,,6,7,13,260
978,978,,0,1,1,90
979,979,,28,29,57,14
980,980,,0,37,37,187
981,981,,2,4,6,41
982,982,,23,24,47,133
983,983,,0,1,1,260
984,984,,21,22,43,34
985,985,,12,0,12,34
986,986,,4,5,9,272
987,987,,15,16,31,113
988,988,,10,11,21,77
989,989,,0,7,7,46
990,990,,0,4,4,46
991,991,,0,3,3,77
992,992,,14,15,29,280
993,993,,7,8,15,46
994,994,,0,159,159,806
995,995,,3,0,3,806
996,996,,32,33,65,44
997,997,,0,6,6,46
998,998,,0,168,168,806
999,999,,0,3,3,77
1000,1000,,0,1,1,21
1001,1001,,0,4,4,272
1002,1002,,0,2,2,42
1003,1003,,16,18,34,26
1004,1004,,11,0,11,804
1005,1005,,19,20,39,260
1006,1006,,5,0,5,260
1007,1007,,59,62,121,47
1008,1008,,10,0,10,804
1009,1009,,38,39,77,46
1010,1010,,49,12,61,262
1011,1011,,0,5,5,46
1012,1012,,0,53,53,121
1013,1013,,30,31,61,33
1014,1014,,0,1,1,113
1015,1015,,71,31,102,113
1016,1016,,26,4,30,46
1017,1017,,2,3,5,813
1018,1018,,4,6,10,29
1019,1019,,0,5,5,216
1020,1020,,2,0,2,216
1021,1021,,0,3,3,96
1022,1022,,10,11,21,144
1023,1023,,0,5,5,46
1024,1024,,10,3,13,30
1025,1025,,0,12,12,804
1026,1026,,3,0,3,58
1027,1027,,0,1,1,46
1028,1028,,16,0,16,46
1029,1029,,40,42,82,19
1030,1030,,54,55,109,124
1031,1031,,7,8,15,74
1032,1032,,3,0,3,74
1033,1033,,7,8,15,57
1034,1034,,0,3,3,67
1035,1035,,14,15,29,14
1036,1036,,21,22,43,30
1037,1037,,28,29,57,14
1038,1038,,62,64,126,260
1039,1039,,19,20,39,260
1040,1040,,3,0,3,260
1041,1041,,0,1,1,19
1042,1042,,10,0,10,19
1043,1043,,0,3,3,46
1044,1044,,6,0,6,46
1045,1045,,0,2,2,804
1046,1046,,22,23,45,256
1047,1047,,3,0,3,256
1048,1048,,0,5,5,46
1049,1049,,0,19,19,804
1050,1050,,58,60,118,40
1051,1051,,0,1,1,67
1052,1052,,3,0,3,67
1053,1053,,0,7,7,280
1054,1054,,0,5,5,67
1055,1055,,0,2,2,33
1056,1056,,0,14,14,216
1057,1057,,2,19,21,27
1058,1058,,0,3,3,67
1059,1059,,0,15,15,216
1060,1060,,3,0,3,216
1061,1061,,0,55,55,58
